person_id,county,city,zip_code,age_group,sex_at_birth,preferred_language
a1c355b312977bf9,Coconino,Page,86001,45-64,male,English
184b1a931c52abff,Coconino,Williams,86004,45-64,female,English
33e7407aee200297,Coconino,Page,86004,18-29,male,English
7ea7f77335478066,Coconino,Williams,86004,45-64,female,English
e2258e2a60b012ab,Coconino,Page,86001,30-44,female,English
5392d1ed54d68c1e,Coconino,Williams,86011,30-44,female,English
c966ef4d6d7f832b,Coconino,Flagstaff,86004,30-44,female,English
4e22747e596c6256,Coconino,Page,86004,45-64,female,English
dfbb1851e5782835,Coconino,Page,86004,0-17,male,English
6acb7cde893d48fb,Coconino,Williams,86004,0-17,male,Navajo
cdc3fa2f945e88da,Coconino,Williams,86001,45-64,female,Spanish
e59bc93d3788da26,Coconino,Flagstaff,86004,0-17,male,English
679dd2d3f935e911,Coconino,Flagstaff,86001,30-44,female,English
dba396a9a94a4265,Coconino,Williams,86004,45-64,female,English
4778324acc09fd71,Coconino,Flagstaff,86001,30-44,female,Navajo
cdebbe61e227eccc,Coconino,Williams,86011,45-64,male,Spanish
bd1067d544e2c8eb,Coconino,Flagstaff,86011,0-17,female,English
9b105ba9032c2aa4,Coconino,Page,86004,45-64,female,Spanish
77970e292c01256d,Coconino,Williams,86001,65+,female,English
05015a2355896a4f,Coconino,Flagstaff,86011,65+,male,English
f1466f0bd427c5ee,Coconino,Page,86004,30-44,female,English
67250dedbe3cc887,Coconino,Flagstaff,86004,65+,male,English
222aa280f60f4ce9,Coconino,Flagstaff,86011,65+,female,Spanish
ff4035091615b71e,Coconino,Williams,86004,18-29,male,English
6ee7f424f8e350b8,Coconino,Williams,86011,45-64,female,Spanish
1ef05c7ac24b2d1c,Coconino,Flagstaff,86011,0-17,male,Spanish
a4ed264850a108a7,Coconino,Page,86001,30-44,male,Spanish
ad8007e71d427554,Coconino,Williams,86004,30-44,male,Spanish
48685452ca5bbda1,Coconino,Williams,86001,30-44,male,English
c9c5d62c71d228d3,Coconino,Flagstaff,86001,18-29,male,Spanish
d9b6272a74f7f5b4,Coconino,Page,86001,45-64,male,English
a9ee22137970fe7c,Coconino,Page,86011,65+,female,English
e6224596f1796a55,Coconino,Page,86001,45-64,female,English
206c9f079f503e6e,Coconino,Flagstaff,86004,0-17,male,English
6ef8b3e698c87a0b,Coconino,Page,86004,18-29,female,Spanish
020a30f5101dcaad,Coconino,Page,86004,0-17,female,English
22a4aaa5e43a491b,Coconino,Williams,86011,30-44,female,English
1702f181505264a1,Coconino,Williams,86011,45-64,male,English
dcc6d5e6fc928f34,Coconino,Page,86001,45-64,male,Navajo
73ae8198f5b25c82,Coconino,Williams,86011,0-17,female,English
bfe17f7f8b78a145,Coconino,Page,86004,0-17,female,English
161d56ba794f4caa,Coconino,Page,86001,18-29,male,English
b700065a99ed8557,Coconino,Williams,86011,18-29,female,English
6b53de52868dde87,Coconino,Page,86011,30-44,male,English
45f0be74814763e2,Coconino,Williams,86011,0-17,female,Spanish
a9876ea3f5c3d77d,Coconino,Page,86004,0-17,female,English
0493afdb4fb24f0f,Coconino,Williams,86011,30-44,male,English
a03693f96ef1c749,Coconino,Page,86004,18-29,male,English
7dc1080d4b19db8b,Coconino,Flagstaff,86011,45-64,female,English
26e53271d0bf6f70,Coconino,Flagstaff,86004,45-64,male,English
6716ca2ccd7248a4,Coconino,Page,86011,30-44,male,English
c1b53c37f07a8f33,Coconino,Flagstaff,86011,30-44,female,English
3263fd02f788574f,Coconino,Page,86011,30-44,male,Spanish
4036244890c7a4c3,Coconino,Page,86011,0-17,male,English
53000a4fbc509852,Coconino,Williams,86011,45-64,female,Spanish
f3f605f23c7b0874,Coconino,Williams,86004,0-17,male,English
7ccbc5e2aed3f4e6,Coconino,Williams,86011,30-44,male,Spanish
656d35202e37c883,Coconino,Flagstaff,86001,0-17,female,Spanish
34d7da7d2c1680d9,Coconino,Williams,86011,30-44,female,English
eab6ada6f799d2c8,Coconino,Williams,86011,45-64,female,Navajo
7ebe1d4b3f515d8f,Coconino,Flagstaff,86004,30-44,male,English
a1d7776e730949f3,Coconino,Flagstaff,86004,18-29,female,English
0e142fdcffeab0b4,Coconino,Page,86004,0-17,male,English
fcc1f7fb506df9c5,Coconino,Page,86001,45-64,female,Spanish
f8d52afad765bb09,Coconino,Flagstaff,86011,45-64,male,Spanish
faa36d8251597623,Coconino,Flagstaff,86011,0-17,male,Spanish
fefce3fca0daeab9,Coconino,Page,86011,0-17,male,English
bdb63895b15d3c66,Coconino,Williams,86011,65+,female,English
65bdead3d23a6fdf,Coconino,Williams,86001,18-29,male,Spanish
c8e84f170c8170c3,Coconino,Williams,86001,45-64,male,English
a3f78c9498e62413,Coconino,Page,86001,18-29,male,English
26b9daae0c5f5027,Coconino,Page,86011,30-44,female,English
71b4752974974033,Coconino,Page,86011,0-17,male,Spanish
e268e64afc2767f8,Coconino,Williams,86001,45-64,female,English
d5258dadc2062d42,Coconino,Flagstaff,86004,45-64,male,English
561fe6b61891cf85,Coconino,Williams,86004,30-44,female,English
2b2bf2869eacff20,Coconino,Flagstaff,86011,0-17,female,English
a88a8cf088fd87aa,Coconino,Page,86011,0-17,female,English
425d137c69d5aac0,Coconino,Flagstaff,86004,65+,male,English
6146b5ddd8c04a0e,Coconino,Page,86004,45-64,female,English
3f4cc829fe794b4d,Coconino,Flagstaff,86001,18-29,female,English
37f021e78b16c469,Coconino,Page,86011,45-64,male,English
8ff927793fae7f3d,Coconino,Williams,86001,18-29,male,Navajo
dcb331fd7de9ada1,Coconino,Flagstaff,86011,30-44,female,English
e6a5291cb188b0dd,Coconino,Williams,86001,18-29,other,English
3ac58dc4c06d75c1,Coconino,Flagstaff,86004,65+,female,Spanish
07e1ba3a66ad957a,Coconino,Williams,86011,45-64,male,English
e4f7a7f4a65e7a19,Coconino,Flagstaff,86011,0-17,female,English
5000d650859986ae,Coconino,Williams,86004,30-44,male,English
d0adb9ff69825c18,Coconino,Page,86004,30-44,male,English
d634d60efb3835f6,Coconino,Flagstaff,86001,65+,male,Spanish
2cd44fa1331d113e,Coconino,Williams,86001,45-64,female,English
81b71bad263202cd,Coconino,Flagstaff,86011,30-44,female,English
604bb2d62154b947,Coconino,Page,86004,30-44,male,Spanish
eae3f6b9b70a42e0,Coconino,Page,86011,45-64,male,Spanish
9f731b2acd1c5a49,Coconino,Page,86004,30-44,male,Spanish
eceabaee264e5930,Coconino,Williams,86004,45-64,male,Spanish
f7c97c1249ceef18,Coconino,Williams,86004,18-29,female,English
4d6cdfa20fc73fc7,Coconino,Page,86004,18-29,male,English
a264c033eccdef23,Coconino,Page,86011,45-64,female,English
37442f57d2a9226a,Coconino,Page,86001,0-17,male,English
7364f48dedfdc95e,Coconino,Page,86001,65+,male,Spanish
4e4a643246b10fc5,Coconino,Flagstaff,86004,0-17,female,English
545c046c093c17c4,Coconino,Williams,86001,0-17,male,English
32d1a1470238405f,Coconino,Flagstaff,86004,45-64,male,English
3c0147de748735a9,Coconino,Flagstaff,86001,30-44,male,English
88efe165f07b904c,Coconino,Williams,86004,45-64,other,English
9c0f9f9b203c2459,Coconino,Page,86001,18-29,female,Spanish
7ceb5eb4dfefd61f,Coconino,Page,86004,65+,female,Spanish
c80bd9071260daf3,Coconino,Flagstaff,86011,65+,female,English
4ade5187f39295a5,Coconino,Williams,86011,0-17,female,English
ba75635f5ec13734,Coconino,Flagstaff,86004,45-64,female,English
4af9d5d8c0375875,Coconino,Flagstaff,86001,30-44,female,Spanish
47113351949cd71b,Coconino,Flagstaff,86001,18-29,female,English
1ab420fc8b4c6602,Coconino,Williams,86011,18-29,male,English
8f7731b6acf303c2,Coconino,Williams,86004,18-29,male,English
e49ae4893483107d,Coconino,Page,86011,0-17,male,Spanish
a61d25132fceb5a0,Coconino,Page,86001,18-29,male,English
7534146c98b6a11f,Coconino,Page,86004,0-17,male,English
20e92324c517aedd,Coconino,Williams,86011,0-17,female,Navajo
7d9599ac4de58cb5,Coconino,Flagstaff,86011,0-17,female,English
8dc49862addce602,Coconino,Page,86011,18-29,male,Spanish
c1ada8a23d33d38e,Coconino,Williams,86004,0-17,male,English
35e2c1b385c55770,Coconino,Flagstaff,86004,0-17,male,Navajo
8d597aee1a3c50e8,Coconino,Williams,86004,30-44,male,Spanish
d8585e18f9f4b4a5,Coconino,Williams,86001,18-29,female,Spanish
7c22c3979977416b,Coconino,Flagstaff,86001,0-17,female,English
07d0f1d79b7f61c2,Coconino,Flagstaff,86004,45-64,male,English
68256f222b2e33f0,Coconino,Williams,86001,45-64,female,Spanish
c6f4dce79f81c852,Coconino,Williams,86011,18-29,female,Spanish
c999ed4f713f974e,Coconino,Williams,86001,45-64,female,Spanish
8985d4f54b2a262e,Coconino,Williams,86001,18-29,male,English
8950cac3e1e8ef02,Coconino,Page,86011,18-29,male,English
794e5ca32a950133,Coconino,Flagstaff,86004,45-64,male,English
4cbb5ad8b331534d,Coconino,Flagstaff,86011,30-44,female,Spanish
4116452b599ae127,Coconino,Flagstaff,86004,18-29,male,English
c2ca3d2cfc1b07dd,Coconino,Flagstaff,86011,45-64,male,English
630aa86f2cc27357,Coconino,Page,86001,30-44,male,English
e86ba129a3210efa,Coconino,Williams,86004,0-17,male,English
2267bb76a2f2b8aa,Coconino,Williams,86001,65+,female,English
3dce084b7484eb26,Coconino,Page,86004,0-17,female,English
cdff0519cb581fad,Coconino,Williams,86004,45-64,female,English
182ed2f3a47de24c,Coconino,Flagstaff,86011,65+,male,English
0477a6b45a04c3f1,Coconino,Page,86001,18-29,female,Spanish
1fd5d1775deea5d5,Coconino,Page,86001,45-64,female,Spanish
5d9908e2dffcabc0,Coconino,Flagstaff,86001,30-44,female,English
7ae4eabff71d5e7f,Coconino,Flagstaff,86011,18-29,female,English
84df3074d8fab317,Coconino,Williams,86004,45-64,female,Navajo
f874a72b2d8a8847,Coconino,Williams,86001,30-44,male,English
f4835a9a70a415b5,Coconino,Williams,86001,30-44,male,English
33640502ced111fd,Coconino,Page,86004,45-64,male,English
c5ffd3ab313124f5,Coconino,Flagstaff,86001,65+,female,Spanish
b3d83d55ae5ecdaa,Coconino,Flagstaff,86001,0-17,female,English
035a6080e38ab4a5,Coconino,Page,86001,30-44,female,Spanish
29ac29ab190be965,Coconino,Flagstaff,86011,18-29,male,English
63e25b5811cc3dff,Coconino,Page,86001,0-17,female,English
a76262646214bf36,Coconino,Flagstaff,86011,18-29,male,English
21750ebb5a0abea2,Coconino,Page,86011,45-64,female,English
5c8acf7ea8811206,Coconino,Flagstaff,86001,0-17,male,Navajo
3553636c898c9f4d,Coconino,Flagstaff,86004,30-44,male,English
9b3aa68e8fc7f4ac,Coconino,Williams,86004,65+,female,Navajo
1d397ba5a1a4f2b3,Coconino,Williams,86004,45-64,female,Spanish
e38155a198fbdeee,Coconino,Page,86001,0-17,female,English
6056b849f7da576f,Coconino,Page,86011,30-44,female,English
5a36f7140cf99ed6,Coconino,Page,86001,65+,female,English
3da964a092898761,Coconino,Flagstaff,86011,45-64,female,English
d0a092636e549cff,Coconino,Williams,86004,0-17,female,English
cd63268a6897b904,Coconino,Williams,86011,18-29,other,English
18c69e55f14534de,Coconino,Page,86011,18-29,male,English
fca36e690f284de5,Coconino,Williams,86004,30-44,female,English
23274dcc942060c4,Coconino,Flagstaff,86004,0-17,other,English
29d275a60049e2eb,Coconino,Williams,86001,65+,female,English
65ad656bf024cc38,Coconino,Williams,86011,0-17,other,English
d95a7c51d1393869,Coconino,Page,86004,65+,other,English
b58e54c1d97112ac,Coconino,Williams,86004,45-64,male,Spanish
ec06e17a3bfb8c95,Coconino,Williams,86011,18-29,male,English
4b606af2546c19d8,Coconino,Page,86011,18-29,male,English
a150352391dafea0,Coconino,Williams,86001,0-17,female,English
f7437c12e2c00dd3,Coconino,Flagstaff,86001,18-29,female,Spanish
3dd4a79037f6d785,Coconino,Flagstaff,86001,0-17,male,English
9394a90f901dd010,Coconino,Williams,86004,65+,female,Spanish
cac8f48788cc65a7,Coconino,Williams,86001,18-29,female,Navajo
7997a16428a815aa,Coconino,Page,86011,65+,male,English
a04730f1a561afb4,Gila,Miami,85553,45-64,female,English
9eefe17770ab62e7,Gila,Payson,85541,45-64,female,English
5f7bb372b116e620,Gila,Miami,85553,30-44,other,Spanish
aa313d463c29f8a3,Gila,Globe,85553,18-29,male,English
daeac57f8573742f,Gila,Miami,85501,65+,female,Spanish
ed4cfef07a9445ca,Gila,Payson,85541,0-17,male,English
82bae8404684f783,Gila,Miami,85553,45-64,female,English
358f9110861368e7,Gila,Globe,85553,0-17,female,English
5874c0f96aedeb7d,Gila,Globe,85541,30-44,female,English
c2fab22d782f8189,Gila,Payson,85541,18-29,female,Spanish
3d2097ba58715c55,Gila,Miami,85553,45-64,female,English
643e6eb4aec8763b,Gila,Globe,85541,0-17,female,English
752ed40f447fc635,Gila,Globe,85541,0-17,female,Spanish
7263054e419d9a69,Gila,Payson,85553,65+,male,English
56250cd55fb409f2,Gila,Miami,85501,45-64,female,English
b0fb36acc3b75d1a,Gila,Globe,85501,30-44,male,Spanish
2c99f4b83c30edda,Gila,Payson,85553,18-29,female,English
03ce4ab5de07a333,Gila,Miami,85541,0-17,female,English
34d6b6ecb98072ac,Gila,Miami,85553,45-64,female,English
a1be867ad482f8db,Gila,Miami,85541,65+,female,English
6c339e96f8337533,Gila,Payson,85541,30-44,male,English
f7f320ecce195d5c,Gila,Payson,85501,30-44,female,English
e4476ec568d770f6,Gila,Payson,85541,30-44,female,English
4b8a8e11639e6a4a,Gila,Globe,85553,45-64,female,English
bada94193d5aa3c1,Gila,Payson,85553,18-29,female,English
5300d507a5628a1a,Gila,Payson,85553,45-64,male,English
17efa99962eeef15,Gila,Payson,85541,0-17,male,English
a9bfc19f52880544,Gila,Miami,85553,45-64,male,English
6ce7702b8c39b7e1,Gila,Payson,85501,65+,female,English
4a3f71ab64ffe86d,Gila,Globe,85501,30-44,other,English
6517f1ac8f9ead66,Gila,Miami,85501,45-64,female,Spanish
e74411954bad24a8,Gila,Globe,85501,30-44,female,English
9e3c22ee50f8da52,Gila,Miami,85541,65+,female,English
b1ac213ba284bd61,Gila,Miami,85541,0-17,female,English
9e93c52cc7400d56,Gila,Globe,85501,30-44,female,English
82cfa068cb03f9ab,Gila,Payson,85541,18-29,male,English
1fa27ff84c02a637,Gila,Globe,85501,18-29,female,English
6666b2f4812eb83e,Gila,Payson,85501,30-44,male,English
310009682cfcc954,Gila,Miami,85541,65+,male,English
8506026375e0b0e8,Gila,Payson,85541,18-29,male,English
5e68c85581d864f6,Gila,Globe,85501,18-29,male,Spanish
f024518eb790735c,Gila,Payson,85553,30-44,male,English
d92bacaf06484201,Gila,Payson,85553,30-44,male,English
f1b5dde143bb95b3,Gila,Miami,85501,0-17,male,English
efe82bce87c270ac,Gila,Miami,85553,0-17,female,Spanish
46eb0471e555fb00,Gila,Globe,85501,0-17,female,English
621b9c9a73151140,Gila,Payson,85541,45-64,male,English
7088fa9d2f2597c8,Gila,Miami,85501,18-29,female,English
4c0363c606fe8f72,Gila,Miami,85553,18-29,female,Spanish
8b53e201c9153ce2,Gila,Miami,85501,18-29,female,English
928c6c592868d6da,Gila,Globe,85501,45-64,male,English
27336400d3e91cf5,Gila,Miami,85501,65+,male,English
271470bf4566d0f1,Gila,Globe,85553,0-17,male,English
950d183e50f96f8c,Gila,Payson,85553,65+,male,English
4149f550c4b1dda5,Gila,Payson,85541,18-29,female,English
99772168177852e7,Gila,Miami,85541,30-44,female,Navajo
a30ef9936ecc54b8,Gila,Payson,85553,45-64,male,English
ea9d3d96d2d41b87,Gila,Payson,85501,18-29,female,English
ffd6d990b110f84e,Gila,Payson,85553,45-64,male,English
01459a36c53f829b,Gila,Miami,85501,65+,male,Spanish
3a492134102675b9,Gila,Payson,85553,18-29,female,English
01c1c737d310ca50,Gila,Payson,85541,65+,female,Spanish
6aba55766e1cdc64,Gila,Miami,85553,45-64,female,English
a35e50cbd700c027,Gila,Miami,85553,45-64,male,English
ff18922d1bb12fb2,Gila,Payson,85501,65+,male,English
ae3ff1568c1cb3d4,Gila,Payson,85501,45-64,male,English
cd5d20a08c001ac0,Gila,Miami,85541,45-64,female,English
80159561e552dd11,Gila,Payson,85541,30-44,male,English
b63f3b7b503f0e64,Gila,Payson,85501,65+,male,Spanish
dd09f8411aea8fef,Gila,Payson,85501,30-44,male,English
7eb36126faa4ad49,Gila,Payson,85501,65+,female,Navajo
117989ec530b110f,Gila,Payson,85553,65+,other,English
db891be54a36c088,Gila,Globe,85501,30-44,male,English
b9855431d44b9ed5,Gila,Globe,85501,30-44,female,Spanish
5140a7478a901d32,Gila,Globe,85541,45-64,male,English
d72766b12c5ceab7,Gila,Miami,85541,30-44,male,English
89d0d1e1de304d32,Gila,Miami,85501,45-64,male,Spanish
773fff3666442d7c,Gila,Miami,85501,0-17,female,Spanish
0153e43af9d876c4,Gila,Miami,85541,18-29,female,English
a994f4870b8318d0,Gila,Globe,85501,45-64,female,English
78fca518ff1c73cf,Gila,Miami,85553,30-44,female,English
f86982cb1d9862a4,Gila,Payson,85541,18-29,female,Spanish
2ec0287557493ba8,Gila,Payson,85501,18-29,male,English
a47a0b46b9a3d5d3,Gila,Globe,85553,30-44,female,English
341b944c185f82d1,Gila,Globe,85541,65+,female,English
8cb7d55e936518f9,Gila,Miami,85501,45-64,male,English
7892968b22fba8e8,Gila,Globe,85541,30-44,female,English
6a21e6756a72403f,Gila,Globe,85501,45-64,male,English
29364a47d72f4525,Gila,Globe,85553,30-44,male,English
0cd55fee3c402fa9,Gila,Globe,85553,45-64,female,English
a15edcbd321752d5,Gila,Payson,85501,45-64,male,Spanish
32dfba941006616b,Gila,Payson,85553,30-44,female,English
e218ab5cdd8f4373,Gila,Miami,85541,18-29,female,English
eb73d08aa908d228,Gila,Miami,85553,30-44,male,Spanish
bf79c3ffd639ceb6,Gila,Miami,85553,0-17,female,English
c902548a8b99e354,Gila,Payson,85541,0-17,male,Spanish
675d87a6866730b0,Gila,Payson,85541,45-64,female,Spanish
9742df35b045cf4f,Gila,Globe,85501,65+,male,English
93a6b69fd9e13a24,Gila,Payson,85553,18-29,male,English
934e456c8b811ad6,Gila,Globe,85501,30-44,male,English
7f9e5d6e15872bc5,Gila,Miami,85541,45-64,male,Spanish
8850f0d84a9dc3e5,Gila,Globe,85553,45-64,other,Spanish
a209ca4b65e8bcb8,Gila,Payson,85553,30-44,male,English
36a99b21cef24030,Gila,Payson,85541,45-64,male,Spanish
02ff08837557ddf2,Gila,Globe,85541,65+,female,English
445854f52581c268,Gila,Globe,85541,45-64,female,Spanish
b917cd98447e8bb5,Gila,Miami,85553,45-64,female,Spanish
d55ead463305bbbd,Gila,Miami,85553,45-64,male,English
ee681d43bb4d0e49,Gila,Globe,85541,18-29,male,English
f530cc3c3abbe38e,Gila,Miami,85553,0-17,male,English
9411ec77997bd3f2,Gila,Payson,85541,65+,female,English
455763cf71a6179c,Gila,Payson,85541,0-17,female,English
5c429ba0bb9fe2cd,Gila,Globe,85501,30-44,male,English
66008fe04ff39787,Gila,Payson,85541,18-29,other,Spanish
331a6476ff96f56a,Gila,Globe,85541,30-44,male,English
9e03b76b1d8422e0,Gila,Miami,85553,45-64,male,English
a7a611b60c54a326,Gila,Miami,85541,65+,female,English
eed98b5ebb7c8268,Gila,Payson,85541,30-44,male,English
51274da778bca659,Gila,Payson,85553,30-44,female,English
a47c2fd324ed16e2,Gila,Payson,85541,45-64,male,English
b7d608a406fae228,Gila,Payson,85553,0-17,male,English
ebaf294b878991d6,Gila,Miami,85553,45-64,female,English
33a6d0eb22eb4214,Gila,Globe,85541,18-29,male,English
f03a2917d6452fbe,Gila,Globe,85541,0-17,male,English
2708b8f603196b77,Gila,Payson,85541,45-64,male,English
8382c7171a6e6465,Gila,Globe,85553,45-64,male,English
2319ff66e1082d53,Gila,Payson,85553,45-64,male,English
3f21bc4274b1e4eb,Gila,Miami,85501,0-17,male,English
919f5e89db1a5702,Gila,Miami,85541,30-44,male,English
d835e475f8697e18,Gila,Payson,85541,65+,male,English
17effb316fafaeb8,Gila,Globe,85541,45-64,male,English
dc6480a0f7c4e210,Gila,Miami,85553,65+,male,Spanish
6b9477db89a95b7a,Gila,Globe,85501,18-29,male,English
a2d0dbc00bcd5214,Gila,Globe,85553,45-64,male,English
3ee5519f0c28a178,Gila,Miami,85541,45-64,male,English
e301d1fbb3ae601a,Gila,Miami,85553,45-64,male,Spanish
147ba0a6d80e2454,Gila,Payson,85541,45-64,male,English
a1d7d309aea8b46c,Gila,Globe,85553,0-17,female,Spanish
b502fabf979b6136,Gila,Miami,85541,0-17,female,Spanish
e6b5a2c148f2f4d6,Gila,Miami,85501,18-29,female,English
a8b57fb9d530d29c,Gila,Miami,85553,65+,male,English
926ff3db5d9a7e70,Gila,Miami,85553,18-29,male,Spanish
c00950b7a0973e08,Gila,Payson,85553,18-29,male,English
a1ec9595feb569b0,Gila,Globe,85553,65+,male,English
9a8b44844065a9a4,Gila,Miami,85553,45-64,female,English
bcefe867fbee1081,Gila,Miami,85501,45-64,male,English
433030a1ea62d5ae,Gila,Miami,85501,0-17,female,English
8a63e45f37d37711,Gila,Globe,85541,18-29,female,English
13d160dd790ed303,Gila,Payson,85501,18-29,male,English
9c427a74409bc7e6,Gila,Payson,85553,0-17,male,English
6fa0ab01a184f0e1,Gila,Payson,85541,45-64,male,English
92b500a48be6f3d4,Gila,Payson,85553,18-29,female,English
9ecefe8d8776dcf7,Gila,Globe,85541,30-44,female,English
58101bf8fb163984,Gila,Miami,85541,18-29,female,Spanish
94219f1747389914,Gila,Miami,85541,65+,male,Navajo
377e218050803b12,Gila,Globe,85553,18-29,female,English
55a7f5cf26415829,Gila,Globe,85501,45-64,female,Spanish
fb63f64de1b40c1d,Gila,Payson,85541,30-44,female,Spanish
770ce6806526efba,Gila,Payson,85553,45-64,female,English
58b8839c8707e96a,Gila,Globe,85541,30-44,male,English
477f5668c17c2b9e,Gila,Miami,85553,0-17,female,English
1903d0651325d79c,Gila,Globe,85553,30-44,female,English
c48fff8bdb795f15,Gila,Miami,85541,45-64,male,Spanish
4198ab6ec23d8607,Gila,Globe,85541,45-64,female,English
b7192942a41644bd,Gila,Payson,85553,0-17,male,Spanish
0a5e201b5b17f355,Gila,Payson,85541,45-64,female,English
e615c16567ddddaf,Gila,Globe,85553,0-17,male,English
fe75c5ed0c01575f,Gila,Miami,85501,45-64,female,Spanish
affbd8ca623e4248,Gila,Payson,85553,18-29,female,Spanish
aabedf0d67308e8c,Gila,Payson,85541,45-64,female,English
439ec01a04190081,Gila,Globe,85553,30-44,male,English
78609f67af62de72,Gila,Globe,85541,45-64,male,Spanish
ed5a80c216d02140,Gila,Miami,85541,65+,female,Spanish
6ac17899116564b4,Gila,Globe,85501,0-17,male,English
8a52ccfd9ae1a5fb,Gila,Payson,85501,45-64,male,English
d411e89ebc877ea8,Gila,Miami,85553,0-17,female,English
d44cdc5e91b6a6a0,Gila,Globe,85501,0-17,male,Spanish
8442f0c815af8a08,Gila,Miami,85541,45-64,female,English
1019c563442c8fc8,Gila,Globe,85501,45-64,female,English
c487ea260aee66c7,Gila,Miami,85553,18-29,female,English
7ce5952f0bfc93a9,Gila,Payson,85541,30-44,male,English
c935b8b13bce43db,Gila,Globe,85553,30-44,male,Spanish
8318590e7c2ba3ba,Gila,Globe,85541,18-29,female,Spanish
6dbaf2d00a4d00ce,Gila,Payson,85541,0-17,male,Spanish
38b9f53daf56a7cc,Gila,Payson,85541,45-64,female,English
a5e3560e2c4c6065,Gila,Miami,85501,65+,male,English
77575796dbb3fc81,Gila,Globe,85541,45-64,male,English
221d9a48dbaced0c,Gila,Miami,85553,0-17,male,English
497008cba873c27d,Gila,Globe,85501,30-44,male,Navajo
4aa5ca0391f64794,Gila,Miami,85501,18-29,female,Spanish
8f4158830fe5af26,Gila,Payson,85501,30-44,male,English
d483a14246413d48,Gila,Globe,85553,18-29,male,Navajo
b29ca5012bc802ef,Gila,Globe,85553,0-17,female,English
c3da587f70c24c49,Gila,Miami,85501,45-64,female,English
7b0ed75b406185e4,Gila,Payson,85501,0-17,female,English
4090fd1aa5522f3a,Gila,Miami,85541,30-44,male,Spanish
b2e23f7282b11ff4,Gila,Miami,85541,0-17,male,English
2dafb5be9735d555,Gila,Miami,85541,30-44,male,English
1f1c0bf08230c805,Gila,Payson,85553,45-64,male,English
35253f321e30cf0b,Gila,Globe,85553,30-44,male,English
1baff53354ae95c7,Graham,Thatcher,85552,0-17,male,English
a0a1a2cd9b2c7977,Graham,Safford,85552,45-64,female,English
3e8ebbdbf5d887e5,Graham,Pima,85552,45-64,male,English
a8822a3e1a12cdc3,Graham,Pima,85534,30-44,female,English
2cdf9999be64cc7b,Graham,Pima,85543,0-17,female,English
acac9e7f90561e93,Graham,Safford,85552,30-44,male,English
c9ec40194529bd2c,Graham,Thatcher,85534,30-44,female,Spanish
46a9bf725a00220e,Graham,Safford,85552,45-64,male,Spanish
6f9bf4664622c646,Graham,Thatcher,85552,65+,male,English
12924a86884c32dd,Graham,Thatcher,85552,0-17,male,Spanish
4808a6961c9ee305,Graham,Pima,85552,18-29,male,English
a2735d29e792cab9,Graham,Pima,85552,0-17,female,English
ed380ec790424093,Graham,Safford,85552,65+,male,English
061668a3fa85ec72,Graham,Pima,85534,0-17,male,English
0376676cb973300e,Graham,Pima,85552,45-64,female,English
62ae5fa558e24a78,Graham,Pima,85534,65+,male,English
44736e148e122310,Graham,Thatcher,85543,65+,male,English
10c97126bb5631ea,Graham,Thatcher,85543,18-29,male,Spanish
6cca290e04c93e54,Graham,Pima,85552,0-17,female,English
e60a13c372158c2f,Graham,Safford,85543,30-44,male,English
6391c9aaa17e3524,Graham,Pima,85552,45-64,male,English
00c23b7aaa315071,Graham,Thatcher,85552,18-29,male,English
1a153765c3cf81eb,Graham,Safford,85543,45-64,female,Spanish
c194d428e34c7f18,Graham,Pima,85543,45-64,other,English
96e24e53f31d617f,Graham,Thatcher,85552,45-64,female,English
c4d9e9fec3907904,Graham,Thatcher,85543,65+,male,Spanish
5873d0bc4da27428,Graham,Pima,85534,65+,male,Spanish
f9d9528b9ada3483,Graham,Pima,85534,0-17,male,Spanish
0f9093032ac2e532,Graham,Pima,85552,45-64,male,English
b1a6e8bd18acdf17,Graham,Safford,85534,45-64,female,English
9e770690c50d2a80,Graham,Safford,85543,18-29,female,English
e36c212d3a6e18d2,Graham,Thatcher,85552,45-64,female,Spanish
e5a97ecc7facbe47,Graham,Safford,85552,30-44,female,Spanish
7990e75ea86f9d29,Graham,Pima,85543,18-29,male,English
60486c4b840fc96d,Graham,Safford,85552,0-17,female,English
c87843497c38231e,Graham,Safford,85534,65+,male,English
81ee59507dd49bec,Graham,Thatcher,85552,18-29,female,English
3e96a954a66ecc09,Graham,Pima,85543,45-64,male,English
576d90eb7744fd1f,Graham,Thatcher,85534,45-64,female,Spanish
80d5578493b3e5b9,Graham,Safford,85543,0-17,male,English
e1ee25a88b766964,Graham,Thatcher,85543,65+,male,Spanish
09f5a3da5370efb8,Graham,Pima,85543,45-64,male,English
0f2b73b73fd2430b,Graham,Safford,85543,65+,female,English
38c28fda5056c4e1,Graham,Safford,85543,0-17,female,English
f2a433649c45becc,Graham,Pima,85552,18-29,female,Spanish
85576b2d7d7fb45b,Graham,Pima,85534,45-64,female,English
3c2b454f543bf706,Graham,Pima,85552,45-64,female,Spanish
d9122974023f7149,Graham,Thatcher,85543,18-29,male,English
e6d413988180babf,Graham,Pima,85534,30-44,female,Spanish
cf533f6346ad5280,Graham,Safford,85534,18-29,female,English
949fe37283891c6e,Graham,Safford,85534,65+,male,English
368d27f367138494,Graham,Safford,85552,65+,male,English
6027c89a19266b3a,Graham,Thatcher,85552,65+,male,Navajo
